Ozone,Temperature,Flowrate,TimeStamp
0.049134,+31.947,4.4578,30/07/2020 13:30:00.112
0.047027,+31.946,4.4578,30/07/2020 13:30:00.221
0.046001,+31.946,4.4578,30/07/2020 13:30:00.318
0.048916,+31.946,4.4532,30/07/2020 13:30:00.413
0.046165,+31.947,4.4532,30/07/2020 13:30:00.507
0.047978,+31.947,4.4532,30/07/2020 13:30:00.619
0.045954,+31.947,4.4606,30/07/2020 13:30:00.716
0.049792,+31.947,4.4606,30/07/2020 13:30:00.816
0.051786,+31.947,4.4606,30/07/2020 13:30:00.923
0.047592,+31.947,4.4681,30/07/2020 13:30:01.019
0.049253,+31.947,4.4681,30/07/2020 13:30:01.114
0.049937,+31.947,4.4681,30/07/2020 13:30:01.211
0.049200,+31.947,4.4646,30/07/2020 13:30:01.310
0.044968,+31.948,4.4646,30/07/2020 13:30:01.435
0.044442,+31.948,4.4646,30/07/2020 13:30:01.514
0.046139,+31.948,4.4606,30/07/2020 13:30:01.611
0.051009,+31.946,4.4606,30/07/2020 13:30:01.707
0.047324,+31.946,4.4606,30/07/2020 13:30:01.819
0.046617,+31.946,4.4507,30/07/2020 13:30:01.914
0.046839,+31.947,4.4507,30/07/2020 13:30:02.011
0.054021,+31.947,4.4507,30/07/2020 13:30:02.123
0.052701,+31.947,4.4594,30/07/2020 13:30:02.218
0.050154,+31.947,4.4594,30/07/2020 13:30:02.315
0.049236,+31.947,4.4594,30/07/2020 13:30:02.411
0.050692,+31.947,4.4663,30/07/2020 13:30:02.506
0.048510,+31.947,4.4663,30/07/2020 13:30:02.618
0.051017,+31.947,4.4663,30/07/2020 13:30:02.715
0.044870,+31.947,4.4684,30/07/2020 13:30:02.811
0.044249,+31.948,4.4684,30/07/2020 13:30:02.922
0.048054,+31.948,4.4684,30/07/2020 13:30:03.019
0.042262,+31.948,4.4617,30/07/2020 13:30:03.115
0.042299,+31.947,4.4617,30/07/2020 13:30:03.210
0.045894,+31.947,4.4617,30/07/2020 13:30:03.323
0.051165,+31.947,4.4566,30/07/2020 13:30:03.420
0.043713,+31.949,4.4566,30/07/2020 13:30:03.518
0.044483,+31.949,4.4566,30/07/2020 13:30:03.610
0.051317,+31.949,4.4521,30/07/2020 13:30:03.722
0.043901,+31.947,4.4521,30/07/2020 13:30:03.818
0.050467,+31.947,4.4521,30/07/2020 13:30:03.914
0.049512,+31.947,4.4531,30/07/2020 13:30:04.011
0.051635,+31.947,4.4531,30/07/2020 13:30:04.122
0.048850,+31.947,4.4531,30/07/2020 13:30:04.219
0.044699,+31.947,4.4622,30/07/2020 13:30:04.315
0.051662,+31.947,4.4622,30/07/2020 13:30:04.411
0.047584,+31.947,4.4622,30/07/2020 13:30:04.522
0.044088,+31.947,4.4667,30/07/2020 13:30:04.618
0.043729,+31.947,4.4667,30/07/2020 13:30:04.714
0.047816,+31.947,4.4667,30/07/2020 13:30:04.811
0.045851,+31.947,4.4596,30/07/2020 13:30:04.922
0.049439,+31.948,4.4596,30/07/2020 13:30:05.018
0.051683,+31.948,4.4596,30/07/2020 13:30:05.114
0.042769,+31.948,4.4668,30/07/2020 13:30:05.211
0.046059,+31.947,4.4668,30/07/2020 13:30:05.322
0.043778,+31.947,4.4668,30/07/2020 13:30:05.418
0.048163,+31.947,4.4618,30/07/2020 13:30:05.514
0.048962,+31.948,4.4618,30/07/2020 13:30:05.610
0.047849,+31.948,4.4618,30/07/2020 13:30:05.722
0.046411,+31.948,4.4613,30/07/2020 13:30:05.818
0.048540,+31.949,4.4613,30/07/2020 13:30:05.914
0.049577,+31.949,4.4613,30/07/2020 13:30:06.011
0.048012,+31.949,4.4633,30/07/2020 13:30:06.122
