Ozone,Temperature,Flowrate,TimeStamp
0.014183,+30.610,4.4894,31/07/2020 10:30:00.295
0.012502,+30.610,4.4894,31/07/2020 10:30:00.407
0.012720,+30.610,4.4819,31/07/2020 10:30:00.503
0.011869,+30.609,4.4819,31/07/2020 10:30:00.600
0.012865,+30.609,4.4819,31/07/2020 10:30:00.711
0.012407,+30.609,4.4836,31/07/2020 10:30:00.807
0.012758,+30.610,4.4836,31/07/2020 10:30:00.903
0.013413,+30.610,4.4836,31/07/2020 10:30:01.000
0.011593,+30.610,4.4894,31/07/2020 10:30:01.095
0.013874,+30.610,4.4894,31/07/2020 10:30:01.207
0.014396,+30.610,4.4894,31/07/2020 10:30:01.303
0.013567,+30.610,4.4902,31/07/2020 10:30:01.399
0.014048,+30.608,4.4902,31/07/2020 10:30:01.495
0.012325,+30.608,4.4902,31/07/2020 10:30:01.607
0.012293,+30.608,4.4916,31/07/2020 10:30:01.703
0.014153,+30.610,4.4916,31/07/2020 10:30:01.800
0.012708,+30.610,4.4916,31/07/2020 10:30:01.910
0.014579,+30.610,4.4820,31/07/2020 10:30:02.007
0.012592,+30.609,4.4820,31/07/2020 10:30:02.103
0.013035,+30.609,4.4820,31/07/2020 10:30:02.199
0.013460,+30.609,4.4770,31/07/2020 10:30:02.295
0.013890,+30.610,4.4770,31/07/2020 10:30:02.407
0.015554,+30.610,4.4770,31/07/2020 10:30:02.503
0.013603,+30.610,4.4784,31/07/2020 10:30:02.599
0.014595,+30.609,4.4784,31/07/2020 10:30:02.711
0.014390,+30.609,4.4784,31/07/2020 10:30:02.807
0.013445,+30.609,4.4789,31/07/2020 10:30:02.903
0.013612,+30.609,4.4789,31/07/2020 10:30:02.999
0.014144,+30.609,4.4789,31/07/2020 10:30:03.110
0.012573,+30.609,4.4852,31/07/2020 10:30:03.207
0.012002,+30.609,4.4852,31/07/2020 10:30:03.302
0.013934,+30.609,4.4852,31/07/2020 10:30:03.398
0.013497,+30.609,4.4932,31/07/2020 10:30:03.511
0.013184,+30.610,4.4932,31/07/2020 10:30:03.607
0.013212,+30.610,4.4932,31/07/2020 10:30:03.703
0.014496,+30.610,4.4862,31/07/2020 10:30:03.799
0.012830,+30.609,4.4862,31/07/2020 10:30:03.910
0.012874,+30.609,4.4862,31/07/2020 10:30:04.007
0.013993,+30.609,4.4873,31/07/2020 10:30:04.102
0.013490,+30.610,4.4873,31/07/2020 10:30:04.199
0.012550,+30.610,4.4873,31/07/2020 10:30:04.310
0.013234,+30.610,4.4747,31/07/2020 10:30:04.407
0.012267,+30.609,4.4747,31/07/2020 10:30:04.503
0.012761,+30.609,4.4747,31/07/2020 10:30:04.599
0.013214,+30.609,4.4860,31/07/2020 10:30:04.710
0.012443,+30.609,4.4860,31/07/2020 10:30:04.807
0.013127,+30.609,4.4860,31/07/2020 10:30:04.903
0.014601,+30.609,4.4802,31/07/2020 10:30:04.999
0.011821,+30.610,4.4802,31/07/2020 10:30:05.110
0.013561,+30.610,4.4802,31/07/2020 10:30:05.207
0.012532,+30.610,4.4877,31/07/2020 10:30:05.303
0.013355,+30.608,4.4877,31/07/2020 10:30:05.398
0.015153,+30.608,4.4877,31/07/2020 10:30:05.510
0.012250,+30.608,4.4844,31/07/2020 10:30:05.606
0.012452,+30.609,4.4844,31/07/2020 10:30:05.703
0.013042,+30.609,4.4844,31/07/2020 10:30:05.798
0.013256,+30.609,4.4893,31/07/2020 10:30:05.910
0.012147,+30.610,4.4893,31/07/2020 10:30:06.007
0.013589,+30.610,4.4893,31/07/2020 10:30:06.103
0.014326,+30.610,4.4799,31/07/2020 10:30:06.198
0.013625,+30.609,4.4799,31/07/2020 10:30:06.310
0.012776,+30.609,4.4799,31/07/2020 10:30:06.406
0.013039,+30.609,4.4782,31/07/2020 10:30:06.503
0.012057,+30.610,4.4782,31/07/2020 10:30:06.599
0.012524,+30.610,4.4782,31/07/2020 10:30:06.710
0.012897,+30.610,4.4870,31/07/2020 10:30:06.806
0.013377,+30.609,4.4870,31/07/2020 10:30:06.902
0.013605,+30.609,4.4870,31/07/2020 10:30:06.998
0.015246,+30.609,4.4876,31/07/2020 10:30:07.110
0.012302,+30.609,4.4876,31/07/2020 10:30:07.206
0.011950,+30.609,4.4876,31/07/2020 10:30:07.302
0.013698,+30.609,4.4916,31/07/2020 10:30:07.399
0.011996,+30.609,4.4916,31/07/2020 10:30:07.510
0.011912,+30.609,4.4916,31/07/2020 10:30:07.606
0.013375,+30.609,4.4852,31/07/2020 10:30:07.702
0.013382,+30.610,4.4852,31/07/2020 10:30:07.799
0.012340,+30.610,4.4852,31/07/2020 10:30:07.910
0.012198,+30.610,4.4885,31/07/2020 10:30:08.006
0.011950,+30.609,4.4885,31/07/2020 10:30:08.102
0.013044,+30.609,4.4885,31/07/2020 10:30:08.214
0.013090,+30.609,4.4845,31/07/2020 10:30:08.309
0.014912,+30.609,4.4845,31/07/2020 10:30:08.406
0.012964,+30.609,4.4845,31/07/2020 10:30:08.502
0.012485,+30.609,4.4779,31/07/2020 10:30:08.598
0.013216,+30.609,4.4779,31/07/2020 10:30:08.710
0.012948,+30.609,4.4779,31/07/2020 10:30:08.806
0.013622,+30.609,4.4828,31/07/2020 10:30:08.902
0.013584,+30.609,4.4828,31/07/2020 10:30:08.998
0.012585,+30.609,4.4828,31/07/2020 10:30:09.110
0.013964,+30.609,4.4884,31/07/2020 10:30:09.206
0.011815,+30.608,4.4884,31/07/2020 10:30:09.302
0.013148,+30.608,4.4884,31/07/2020 10:30:09.414
0.012861,+30.608,4.4846,31/07/2020 10:30:09.509
0.012765,+30.609,4.4846,31/07/2020 10:30:09.606
0.015152,+30.609,4.4846,31/07/2020 10:30:09.702
0.014491,+30.609,4.4922,31/07/2020 10:30:09.798
0.014406,+30.609,4.4922,31/07/2020 10:30:09.910
0.012088,+30.609,4.4922,31/07/2020 10:30:10.006
0.013047,+30.609,4.4821,31/07/2020 10:30:10.102
0.013164,+30.609,4.4821,31/07/2020 10:30:10.214
0.012615,+30.609,4.4821,31/07/2020 10:30:10.309
0.011734,+30.609,4.4756,31/07/2020 10:30:10.405
0.013206,+30.609,4.4756,31/07/2020 10:30:10.501
0.012217,+30.609,4.4756,31/07/2020 10:30:10.614
0.013158,+30.609,4.4793,31/07/2020 10:30:10.710
0.012848,+30.610,4.4793,31/07/2020 10:30:10.806
0.012890,+30.610,4.4793,31/07/2020 10:30:10.901
0.014556,+30.610,4.4824,31/07/2020 10:30:11.013
0.013492,+30.609,4.4824,31/07/2020 10:30:11.109
0.015083,+30.609,4.4824,31/07/2020 10:30:11.206
0.014080,+30.609,4.4918,31/07/2020 10:30:11.302
0.013123,+30.610,4.4918,31/07/2020 10:30:11.413
0.013049,+30.610,4.4918,31/07/2020 10:30:11.509
0.012484,+30.610,4.4845,31/07/2020 10:30:11.605
0.012751,+30.611,4.4845,31/07/2020 10:30:11.701
0.013092,+30.611,4.4845,31/07/2020 10:30:11.813
0.013240,+30.611,4.4800,31/07/2020 10:30:11.910
