Ozone,Temperature,Flowrate,TimeStamp
0.012988,+30.209,4.5055,07/08/2020 11:30:00.216
0.012943,+30.209,4.5132,07/08/2020 11:30:00.312
0.013515,+30.209,4.5132,07/08/2020 11:30:00.408
0.012123,+30.209,4.5132,07/08/2020 11:30:00.504
0.013113,+30.209,4.5110,07/08/2020 11:30:00.600
0.013346,+30.210,4.5110,07/08/2020 11:30:00.713
0.012405,+30.210,4.5110,07/08/2020 11:30:00.808
0.014094,+30.210,4.5077,07/08/2020 11:30:00.904
0.012432,+30.210,4.5077,07/08/2020 11:30:01.016
0.012525,+30.210,4.5077,07/08/2020 11:30:01.112
0.012612,+30.210,4.5058,07/08/2020 11:30:01.207
0.012496,+30.210,4.5058,07/08/2020 11:30:01.304
0.012591,+30.210,4.5058,07/08/2020 11:30:01.415
0.012704,+30.210,4.5039,07/08/2020 11:30:01.512
0.014288,+30.210,4.5039,07/08/2020 11:30:01.607
0.012664,+30.210,4.5039,07/08/2020 11:30:01.704
0.012681,+30.210,4.4980,07/08/2020 11:30:01.816
0.012208,+30.208,4.4980,07/08/2020 11:30:01.912
0.012509,+30.208,4.4980,07/08/2020 11:30:02.008
0.011383,+30.208,4.5042,07/08/2020 11:30:02.104
0.013496,+30.210,4.5042,07/08/2020 11:30:02.215
0.012729,+30.210,4.5042,07/08/2020 11:30:02.312
0.013315,+30.210,4.5055,07/08/2020 11:30:02.408
0.013472,+30.210,4.5055,07/08/2020 11:30:02.504
0.011820,+30.210,4.5055,07/08/2020 11:30:02.616
0.013438,+30.210,4.5094,07/08/2020 11:30:02.711
0.014287,+30.210,4.5094,07/08/2020 11:30:02.808
0.013110,+30.210,4.5094,07/08/2020 11:30:02.904
0.014175,+30.210,4.5115,07/08/2020 11:30:03.016
0.013301,+30.209,4.5115,07/08/2020 11:30:03.111
0.012627,+30.209,4.5115,07/08/2020 11:30:03.208
0.012120,+30.209,4.5042,07/08/2020 11:30:03.303
0.012469,+30.210,4.5042,07/08/2020 11:30:03.416
0.014728,+30.210,4.5042,07/08/2020 11:30:03.511
0.012476,+30.210,4.5050,07/08/2020 11:30:03.607
0.011269,+30.210,4.5050,07/08/2020 11:30:03.704
0.011051,+30.210,4.5050,07/08/2020 11:30:03.815
0.011951,+30.210,4.5067,07/08/2020 11:30:03.911
0.013657,+30.209,4.5067,07/08/2020 11:30:04.008
0.012418,+30.209,4.5067,07/08/2020 11:30:04.104
0.011258,+30.209,4.5039,07/08/2020 11:30:04.215
0.013718,+30.209,4.5039,07/08/2020 11:30:04.311
0.012544,+30.209,4.5039,07/08/2020 11:30:04.407
0.010351,+30.209,4.5007,07/08/2020 11:30:04.503
0.011963,+30.209,4.5007,07/08/2020 11:30:04.615
0.011536,+30.209,4.5007,07/08/2020 11:30:04.711
0.012933,+30.209,4.5065,07/08/2020 11:30:04.807
0.012762,+30.208,4.5065,07/08/2020 11:30:04.903
0.011131,+30.208,4.5065,07/08/2020 11:30:05.015
0.013347,+30.208,4.5033,07/08/2020 11:30:05.111
0.013002,+30.209,4.5033,07/08/2020 11:30:05.208
0.013293,+30.209,4.5033,07/08/2020 11:30:05.303
0.012285,+30.209,4.5102,07/08/2020 11:30:05.414
0.012923,+30.209,4.5102,07/08/2020 11:30:05.511
0.012797,+30.209,4.5102,07/08/2020 11:30:05.607
0.013674,+30.209,4.5101,07/08/2020 11:30:05.703
0.012653,+30.209,4.5101,07/08/2020 11:30:05.815
0.012105,+30.209,4.5101,07/08/2020 11:30:05.911
0.011981,+30.209,4.5060,07/08/2020 11:30:06.007
0.011439,+30.209,4.5060,07/08/2020 11:30:06.104
0.012929,+30.209,4.5060,07/08/2020 11:30:06.215
0.012224,+30.209,4.4992,07/08/2020 11:30:06.311
0.011273,+30.209,4.4992,07/08/2020 11:30:06.407
0.011626,+30.209,4.4992,07/08/2020 11:30:06.518
0.012294,+30.209,4.5010,07/08/2020 11:30:06.614
0.014729,+30.208,4.5010,07/08/2020 11:30:06.711
0.012438,+30.208,4.5010,07/08/2020 11:30:06.807
0.012348,+30.208,4.5027,07/08/2020 11:30:06.903
0.012554,+30.209,4.5027,07/08/2020 11:30:07.015
0.013434,+30.209,4.5027,07/08/2020 11:30:07.111
0.013737,+30.209,4.4997,07/08/2020 11:30:07.207
0.012343,+30.209,4.4997,07/08/2020 11:30:07.303
0.012673,+30.209,4.4997,07/08/2020 11:30:07.415
0.011218,+30.209,4.5024,07/08/2020 11:30:07.511
0.013298,+30.209,4.5024,07/08/2020 11:30:07.607
0.012418,+30.209,4.5024,07/08/2020 11:30:07.718
0.011825,+30.209,4.5075,07/08/2020 11:30:07.815
0.012077,+30.209,4.5075,07/08/2020 11:30:07.911
0.012119,+30.209,4.5075,07/08/2020 11:30:08.007
0.013467,+30.209,4.5124,07/08/2020 11:30:08.103
0.012687,+30.208,4.5124,07/08/2020 11:30:08.214
0.012950,+30.208,4.5124,07/08/2020 11:30:08.311
0.013016,+30.208,4.5071,07/08/2020 11:30:08.407
0.011546,+30.208,4.5071,07/08/2020 11:30:08.519
0.012111,+30.208,4.5071,07/08/2020 11:30:08.617
0.011801,+30.208,4.5080,07/08/2020 11:30:08.711
0.012914,+30.208,4.5080,07/08/2020 11:30:08.807
0.012019,+30.208,4.5080,07/08/2020 11:30:08.918
0.012670,+30.208,4.5062,07/08/2020 11:30:09.014
0.013144,+30.208,4.5062,07/08/2020 11:30:09.110
0.012642,+30.208,4.5062,07/08/2020 11:30:09.207
0.013122,+30.208,4.4935,07/08/2020 11:30:09.318
0.012514,+30.208,4.4935,07/08/2020 11:30:09.414
0.013412,+30.208,4.4935,07/08/2020 11:30:09.510
0.012266,+30.208,4.5016,07/08/2020 11:30:09.606
0.012164,+30.207,4.5016,07/08/2020 11:30:09.719
0.011499,+30.207,4.5016,07/08/2020 11:30:09.815
0.011491,+30.207,4.5026,07/08/2020 11:30:09.910
0.011655,+30.209,4.5026,07/08/2020 11:30:10.007
0.013066,+30.209,4.5026,07/08/2020 11:30:10.118
0.013121,+30.209,4.5085,07/08/2020 11:30:10.214
0.012218,+30.208,4.5085,07/08/2020 11:30:10.311
0.011964,+30.208,4.5085,07/08/2020 11:30:10.406
0.012560,+30.208,4.5108,07/08/2020 11:30:10.518
0.012318,+30.208,4.5108,07/08/2020 11:30:10.614
0.012821,+30.208,4.5108,07/08/2020 11:30:10.710
0.012996,+30.208,4.5078,07/08/2020 11:30:10.806
0.012356,+30.208,4.5078,07/08/2020 11:30:10.918
0.012374,+30.208,4.5078,07/08/2020 11:30:11.014
0.014304,+30.208,4.5026,07/08/2020 11:30:11.110
0.013479,+30.208,4.5026,07/08/2020 11:30:11.206
0.011955,+30.208,4.5026,07/08/2020 11:30:11.318
0.013513,+30.208,4.5035,07/08/2020 11:30:11.414
0.012746,+30.206,4.5035,07/08/2020 11:30:11.510
0.013432,+30.206,4.5035,07/08/2020 11:30:11.606
0.011875,+30.206,4.4982,07/08/2020 11:30:11.718
0.012831,+30.207,4.4982,07/08/2020 11:30:11.814
0.012630,+30.207,4.4982,07/08/2020 11:30:11.910
0.010951,+30.207,4.4955,07/08/2020 11:30:12.006
0.011990,+30.209,4.4955,07/08/2020 11:30:12.118
0.011537,+30.209,4.4955,07/08/2020 11:30:12.214
0.012899,+30.209,4.5032,07/08/2020 11:30:12.310
0.012909,+30.207,4.5032,07/08/2020 11:30:12.406
0.012171,+30.207,4.5032,07/08/2020 11:30:12.518
0.011980,+30.207,4.5114,07/08/2020 11:30:12.614
