Ozone,Temperature,Flowrate,TimeStamp
0.012948,+30.720,4.4790,31/07/2020 11:00:00.218
0.011584,+30.719,4.4790,31/07/2020 11:00:00.329
0.011889,+30.719,4.4790,31/07/2020 11:00:00.425
0.011580,+30.719,4.4742,31/07/2020 11:00:00.521
0.011302,+30.718,4.4742,31/07/2020 11:00:00.633
0.012204,+30.718,4.4742,31/07/2020 11:00:00.731
0.012278,+30.718,4.4808,31/07/2020 11:00:00.825
0.012796,+30.718,4.4808,31/07/2020 11:00:00.921
0.011652,+30.718,4.4808,31/07/2020 11:00:01.033
0.012869,+30.718,4.4852,31/07/2020 11:00:01.129
0.012371,+30.718,4.4852,31/07/2020 11:00:01.226
0.011658,+30.718,4.4852,31/07/2020 11:00:01.321
0.011740,+30.718,4.4850,31/07/2020 11:00:01.433
0.013582,+30.719,4.4850,31/07/2020 11:00:01.529
0.012796,+30.719,4.4850,31/07/2020 11:00:01.625
0.012560,+30.719,4.4863,31/07/2020 11:00:01.721
0.011489,+30.718,4.4863,31/07/2020 11:00:01.833
0.011665,+30.718,4.4863,31/07/2020 11:00:01.929
0.014152,+30.718,4.4882,31/07/2020 11:00:02.025
0.012279,+30.719,4.4882,31/07/2020 11:00:02.121
0.011607,+30.719,4.4882,31/07/2020 11:00:02.233
0.012161,+30.719,4.4802,31/07/2020 11:00:02.329
0.012104,+30.719,4.4802,31/07/2020 11:00:02.426
0.012412,+30.719,4.4802,31/07/2020 11:00:02.520
0.013129,+30.719,4.4755,31/07/2020 11:00:02.633
0.011570,+30.720,4.4755,31/07/2020 11:00:02.728
0.012961,+30.720,4.4755,31/07/2020 11:00:02.825
0.013754,+30.720,4.4831,31/07/2020 11:00:02.921
0.012707,+30.719,4.4831,31/07/2020 11:00:03.032
0.012030,+30.719,4.4831,31/07/2020 11:00:03.129
0.012496,+30.719,4.4856,31/07/2020 11:00:03.225
0.011387,+30.719,4.4856,31/07/2020 11:00:03.321
0.011444,+30.719,4.4856,31/07/2020 11:00:03.433
0.011714,+30.719,4.4870,31/07/2020 11:00:03.529
0.012472,+30.719,4.4870,31/07/2020 11:00:03.625
0.012366,+30.719,4.4870,31/07/2020 11:00:03.721
0.012597,+30.719,4.4832,31/07/2020 11:00:03.833
0.011860,+30.718,4.4832,31/07/2020 11:00:03.929
0.013661,+30.718,4.4832,31/07/2020 11:00:04.024
0.012382,+30.718,4.4784,31/07/2020 11:00:04.121
0.012867,+30.718,4.4784,31/07/2020 11:00:04.233
0.013149,+30.718,4.4784,31/07/2020 11:00:04.329
0.012993,+30.718,4.4844,31/07/2020 11:00:04.425
0.011277,+30.720,4.4844,31/07/2020 11:00:04.521
0.012417,+30.720,4.4844,31/07/2020 11:00:04.632
0.011406,+30.720,4.4755,31/07/2020 11:00:04.728
0.012066,+30.719,4.4755,31/07/2020 11:00:04.825
0.013002,+30.719,4.4755,31/07/2020 11:00:04.921
0.012047,+30.719,4.4820,31/07/2020 11:00:05.033
0.012856,+30.719,4.4820,31/07/2020 11:00:05.129
0.013127,+30.719,4.4820,31/07/2020 11:00:05.225
0.012066,+30.719,4.4898,31/07/2020 11:00:05.321
0.011076,+30.720,4.4898,31/07/2020 11:00:05.432
0.014306,+30.720,4.4898,31/07/2020 11:00:05.528
0.012983,+30.720,4.4849,31/07/2020 11:00:05.625
0.011620,+30.718,4.4849,31/07/2020 11:00:05.721
0.011399,+30.718,4.4849,31/07/2020 11:00:05.832
0.012939,+30.718,4.4865,31/07/2020 11:00:05.929
0.012541,+30.719,4.4865,31/07/2020 11:00:06.025
0.013278,+30.719,4.4865,31/07/2020 11:00:06.136
0.013611,+30.719,4.4783,31/07/2020 11:00:06.232
0.011811,+30.719,4.4783,31/07/2020 11:00:06.328
0.012303,+30.719,4.4783,31/07/2020 11:00:06.424
0.011515,+30.719,4.4741,31/07/2020 11:00:06.520
0.010984,+30.719,4.4741,31/07/2020 11:00:06.632
0.010627,+30.719,4.4741,31/07/2020 11:00:06.728
0.012202,+30.719,4.4824,31/07/2020 11:00:06.825
0.011547,+30.720,4.4824,31/07/2020 11:00:06.920
0.013051,+30.720,4.4824,31/07/2020 11:00:07.032
0.012136,+30.720,4.4801,31/07/2020 11:00:07.128
0.011332,+30.719,4.4801,31/07/2020 11:00:07.225
0.012011,+30.719,4.4801,31/07/2020 11:00:07.336
0.013064,+30.719,4.4837,31/07/2020 11:00:07.432
0.014404,+30.719,4.4837,31/07/2020 11:00:07.528
0.013028,+30.719,4.4837,31/07/2020 11:00:07.624
0.012326,+30.719,4.4898,31/07/2020 11:00:07.720
0.012600,+30.718,4.4898,31/07/2020 11:00:07.832
0.012943,+30.718,4.4898,31/07/2020 11:00:07.928
0.012099,+30.718,4.4824,31/07/2020 11:00:08.024
0.012439,+30.718,4.4824,31/07/2020 11:00:08.136
0.012888,+30.718,4.4824,31/07/2020 11:00:08.232
0.012567,+30.718,4.4819,31/07/2020 11:00:08.328
0.011268,+30.719,4.4819,31/07/2020 11:00:08.424
0.014172,+30.719,4.4819,31/07/2020 11:00:08.536
0.012618,+30.719,4.4758,31/07/2020 11:00:08.632
0.012085,+30.720,4.4758,31/07/2020 11:00:08.728
0.011060,+30.720,4.4758,31/07/2020 11:00:08.823
0.010834,+30.720,4.4815,31/07/2020 11:00:08.936
0.010454,+30.720,4.4815,31/07/2020 11:00:09.032
0.011738,+30.720,4.4815,31/07/2020 11:00:09.128
0.011678,+30.720,4.4832,31/07/2020 11:00:09.224
0.014023,+30.719,4.4832,31/07/2020 11:00:09.336
0.012943,+30.719,4.4832,31/07/2020 11:00:09.432
0.012479,+30.719,4.4857,31/07/2020 11:00:09.528
0.012086,+30.719,4.4857,31/07/2020 11:00:09.624
0.011278,+30.719,4.4857,31/07/2020 11:00:09.736
0.013395,+30.719,4.4822,31/07/2020 11:00:09.832
0.012307,+30.720,4.4822,31/07/2020 11:00:09.928
0.011648,+30.720,4.4822,31/07/2020 11:00:10.024
0.010885,+30.720,4.4847,31/07/2020 11:00:10.136
0.012518,+30.719,4.4847,31/07/2020 11:00:10.232
0.012753,+30.719,4.4847,31/07/2020 11:00:10.328
0.012125,+30.719,4.4796,31/07/2020 11:00:10.423
0.013279,+30.719,4.4796,31/07/2020 11:00:10.536
0.011456,+30.719,4.4796,31/07/2020 11:00:10.631
0.012092,+30.719,4.4782,31/07/2020 11:00:10.728
0.013169,+30.719,4.4782,31/07/2020 11:00:10.824
0.012722,+30.719,4.4782,31/07/2020 11:00:10.935
0.011338,+30.719,4.4838,31/07/2020 11:00:11.032
0.012207,+30.720,4.4838,31/07/2020 11:00:11.128
0.011923,+30.720,4.4838,31/07/2020 11:00:11.223
0.012662,+30.720,4.4874,31/07/2020 11:00:11.335
0.012361,+30.721,4.4874,31/07/2020 11:00:11.431
0.013438,+30.721,4.4874,31/07/2020 11:00:11.527
0.012199,+30.721,4.4842,31/07/2020 11:00:11.624
0.012155,+30.720,4.4842,31/07/2020 11:00:11.736
0.013158,+30.720,4.4842,31/07/2020 11:00:11.832
0.011871,+30.720,4.4858,31/07/2020 11:00:11.927
0.011620,+30.721,4.4858,31/07/2020 11:00:12.024
0.014257,+30.721,4.4858,31/07/2020 11:00:12.135
0.011175,+30.721,4.4857,31/07/2020 11:00:12.232
0.012264,+30.721,4.4857,31/07/2020 11:00:12.327
0.012477,+30.721,4.4857,31/07/2020 11:00:12.424
0.011670,+30.721,4.4878,31/07/2020 11:00:12.535
0.012079,+30.719,4.4878,31/07/2020 11:00:12.631
0.011939,+30.719,4.4878,31/07/2020 11:00:12.728
0.012600,+30.719,4.4808,31/07/2020 11:00:12.824
0.012671,+30.720,4.4808,31/07/2020 11:00:12.935
0.011567,+30.720,4.4808,31/07/2020 11:00:13.031
0.012410,+30.720,4.4836,31/07/2020 11:00:13.128
0.011396,+30.720,4.4836,31/07/2020 11:00:13.223
0.012307,+30.720,4.4836,31/07/2020 11:00:13.335
0.011387,+30.720,4.4873,31/07/2020 11:00:13.431
0.011617,+30.721,4.4873,31/07/2020 11:00:13.527
0.010231,+30.721,4.4873,31/07/2020 11:00:13.639
0.011847,+30.721,4.4874,31/07/2020 11:00:13.735
0.012161,+30.720,4.4874,31/07/2020 11:00:13.831
0.012190,+30.720,4.4874,31/07/2020 11:00:13.927
0.011557,+30.720,4.4857,31/07/2020 11:00:14.023
0.012156,+30.720,4.4857,31/07/2020 11:00:14.134
0.013032,+30.720,4.4857,31/07/2020 11:00:14.231
0.012559,+30.720,4.4790,31/07/2020 11:00:14.327
0.010637,+30.720,4.4790,31/07/2020 11:00:14.423
0.012004,+30.720,4.4790,31/07/2020 11:00:14.535
0.011595,+30.720,4.4752,31/07/2020 11:00:14.631
0.014099,+30.720,4.4752,31/07/2020 11:00:14.727
0.011408,+30.720,4.4752,31/07/2020 11:00:14.838
0.012605,+30.720,4.4797,31/07/2020 11:00:14.935
0.011815,+30.720,4.4797,31/07/2020 11:00:15.031
0.011188,+30.720,4.4797,31/07/2020 11:00:15.127
0.011204,+30.720,4.4826,31/07/2020 11:00:15.223
0.012587,+30.721,4.4826,31/07/2020 11:00:15.335
0.012906,+30.721,4.4826,31/07/2020 11:00:15.431
0.010770,+30.721,4.4854,31/07/2020 11:00:15.527
0.011057,+30.721,4.4854,31/07/2020 11:00:15.639
0.010469,+30.721,4.4854,31/07/2020 11:00:15.735
0.011499,+30.721,4.4800,31/07/2020 11:00:15.831
0.012097,+30.721,4.4800,31/07/2020 11:00:15.929
0.012556,+30.721,4.4800,31/07/2020 11:00:16.039
0.011464,+30.721,4.4829,31/07/2020 11:00:16.135
0.011511,+30.720,4.4829,31/07/2020 11:00:16.230
0.013274,+30.720,4.4829,31/07/2020 11:00:16.327
0.012205,+30.720,4.4797,31/07/2020 11:00:16.438
0.012108,+30.720,4.4797,31/07/2020 11:00:16.535
0.012365,+30.720,4.4797,31/07/2020 11:00:16.630
0.011564,+30.720,4.4779,31/07/2020 11:00:16.727
0.011489,+30.720,4.4779,31/07/2020 11:00:16.839
0.012282,+30.720,4.4779,31/07/2020 11:00:16.935
0.012576,+30.720,4.4768,31/07/2020 11:00:17.030
0.012035,+30.720,4.4768,31/07/2020 11:00:17.126
0.012115,+30.720,4.4768,31/07/2020 11:00:17.239
0.013031,+30.720,4.4847,31/07/2020 11:00:17.334
0.013201,+30.720,4.4847,31/07/2020 11:00:17.431
0.012390,+30.720,4.4847,31/07/2020 11:00:17.527
0.011485,+30.720,4.4852,31/07/2020 11:00:17.638
0.012171,+30.721,4.4852,31/07/2020 11:00:17.734
0.012351,+30.721,4.4852,31/07/2020 11:00:17.831
0.012818,+30.721,4.4835,31/07/2020 11:00:17.926
0.012882,+30.720,4.4835,31/07/2020 11:00:18.038
0.011544,+30.720,4.4835,31/07/2020 11:00:18.135
0.012349,+30.720,4.4849,31/07/2020 11:00:18.230
0.010828,+30.720,4.4849,31/07/2020 11:00:18.326
0.011924,+30.720,4.4849,31/07/2020 11:00:18.438
0.010272,+30.720,4.4763,31/07/2020 11:00:18.534
0.011645,+30.719,4.4763,31/07/2020 11:00:18.630
0.011638,+30.719,4.4763,31/07/2020 11:00:18.726
0.012798,+30.719,4.4792,31/07/2020 11:00:18.839
0.011946,+30.721,4.4792,31/07/2020 11:00:18.934
0.012329,+30.721,4.4792,31/07/2020 11:00:19.031
0.012796,+30.721,4.4785,31/07/2020 11:00:19.126
0.012140,+30.720,4.4785,31/07/2020 11:00:19.238
0.011416,+30.720,4.4785,31/07/2020 11:00:19.334
0.012623,+30.720,4.4870,31/07/2020 11:00:19.431
0.011833,+30.720,4.4870,31/07/2020 11:00:19.526
0.012557,+30.720,4.4870,31/07/2020 11:00:19.638
0.011449,+30.720,4.4903,31/07/2020 11:00:19.734
0.011866,+30.720,4.4903,31/07/2020 11:00:19.830
0.012528,+30.720,4.4903,31/07/2020 11:00:19.926
0.013178,+30.720,4.4861,31/07/2020 11:00:20.038
0.012741,+30.721,4.4861,31/07/2020 11:00:20.134
0.011915,+30.721,4.4861,31/07/2020 11:00:20.230
0.012226,+30.721,4.4807,31/07/2020 11:00:20.325
0.012330,+30.720,4.4807,31/07/2020 11:00:20.438
0.012127,+30.720,4.4807,31/07/2020 11:00:20.534
0.012533,+30.720,4.4823,31/07/2020 11:00:20.629
0.010400,+30.721,4.4823,31/07/2020 11:00:20.726
0.013080,+30.721,4.4823,31/07/2020 11:00:20.837
0.012301,+30.721,4.4785,31/07/2020 11:00:20.934
0.012483,+30.720,4.4785,31/07/2020 11:00:21.030
0.012284,+30.720,4.4785,31/07/2020 11:00:21.142
0.013450,+30.720,4.4823,31/07/2020 11:00:21.238
0.012776,+30.719,4.4823,31/07/2020 11:00:21.334
0.011532,+30.719,4.4823,31/07/2020 11:00:21.430
0.013633,+30.719,4.4887,31/07/2020 11:00:21.526
0.011443,+30.721,4.4887,31/07/2020 11:00:21.638
0.013778,+30.721,4.4887,31/07/2020 11:00:21.733
0.012252,+30.721,4.4893,31/07/2020 11:00:21.830
0.010780,+30.720,4.4893,31/07/2020 11:00:21.925
0.012790,+30.720,4.4893,31/07/2020 11:00:22.037
0.012515,+30.720,4.4830,31/07/2020 11:00:22.134
0.011166,+30.721,4.4830,31/07/2020 11:00:22.230
0.013489,+30.721,4.4830,31/07/2020 11:00:22.341
0.011672,+30.721,4.4803,31/07/2020 11:00:22.438
0.011951,+30.721,4.4803,31/07/2020 11:00:22.534
0.012693,+30.721,4.4803,31/07/2020 11:00:22.630
0.011174,+30.721,4.4689,31/07/2020 11:00:22.726
0.013277,+30.721,4.4689,31/07/2020 11:00:22.838
0.011500,+30.721,4.4689,31/07/2020 11:00:22.933
0.012117,+30.721,4.4805,31/07/2020 11:00:23.030
0.012515,+30.720,4.4805,31/07/2020 11:00:23.142
0.012354,+30.720,4.4805,31/07/2020 11:00:23.237
0.012304,+30.720,4.4806,31/07/2020 11:00:23.333
0.010793,+30.720,4.4806,31/07/2020 11:00:23.430
0.012100,+30.720,4.4806,31/07/2020 11:00:23.541
0.011960,+30.720,4.4846,31/07/2020 11:00:23.638
0.012452,+30.721,4.4846,31/07/2020 11:00:23.733
0.012354,+30.721,4.4846,31/07/2020 11:00:23.829
0.011772,+30.721,4.4907,31/07/2020 11:00:23.941
0.013181,+30.720,4.4907,31/07/2020 11:00:24.037
0.011254,+30.720,4.4907,31/07/2020 11:00:24.133
0.011832,+30.720,4.4825,31/07/2020 11:00:24.229
0.011179,+30.721,4.4825,31/07/2020 11:00:24.341
0.012203,+30.721,4.4825,31/07/2020 11:00:24.438
0.012207,+30.721,4.4796,31/07/2020 11:00:24.533
0.012694,+30.720,4.4796,31/07/2020 11:00:24.629
0.013149,+30.720,4.4796,31/07/2020 11:00:24.741
0.012404,+30.720,4.4743,31/07/2020 11:00:24.837
0.011597,+30.721,4.4743,31/07/2020 11:00:24.933
0.013823,+30.721,4.4743,31/07/2020 11:00:25.029
0.012429,+30.721,4.4805,31/07/2020 11:00:25.141
0.010352,+30.721,4.4805,31/07/2020 11:00:25.237
0.011424,+30.721,4.4805,31/07/2020 11:00:25.334
0.011277,+30.721,4.4791,31/07/2020 11:00:25.429
0.010597,+30.719,4.4791,31/07/2020 11:00:25.541
0.011855,+30.719,4.4791,31/07/2020 11:00:25.637
0.011560,+30.719,4.4868,31/07/2020 11:00:25.733
0.011427,+30.721,4.4868,31/07/2020 11:00:25.829
0.011735,+30.721,4.4868,31/07/2020 11:00:25.941
0.010930,+30.721,4.4862,31/07/2020 11:00:26.037
0.012461,+30.720,4.4862,31/07/2020 11:00:26.133
0.012011,+30.720,4.4862,31/07/2020 11:00:26.229
0.012789,+30.720,4.4788,31/07/2020 11:00:26.341
0.011157,+30.721,4.4788,31/07/2020 11:00:26.437
0.012551,+30.721,4.4788,31/07/2020 11:00:26.533
0.013471,+30.721,4.4744,31/07/2020 11:00:26.629
0.012011,+30.719,4.4744,31/07/2020 11:00:26.741
0.014351,+30.719,4.4744,31/07/2020 11:00:26.837
0.012290,+30.719,4.4740,31/07/2020 11:00:26.933
0.012493,+30.719,4.4740,31/07/2020 11:00:27.029
0.012430,+30.719,4.4740,31/07/2020 11:00:27.140
0.013540,+30.719,4.4811,31/07/2020 11:00:27.237
0.012412,+30.720,4.4811,31/07/2020 11:00:27.333
0.012387,+30.720,4.4811,31/07/2020 11:00:27.429
0.013464,+30.720,4.4867,31/07/2020 11:00:27.541
0.011259,+30.719,4.4867,31/07/2020 11:00:27.637
0.012015,+30.719,4.4867,31/07/2020 11:00:27.732
0.011031,+30.719,4.4906,31/07/2020 11:00:27.828
0.011685,+30.720,4.4906,31/07/2020 11:00:27.941
0.011568,+30.720,4.4906,31/07/2020 11:00:28.036
0.012114,+30.720,4.4846,31/07/2020 11:00:28.133
0.013461,+30.720,4.4846,31/07/2020 11:00:28.229
0.011726,+30.720,4.4846,31/07/2020 11:00:28.341
0.014169,+30.720,4.4812,31/07/2020 11:00:28.437
0.012966,+30.719,4.4812,31/07/2020 11:00:28.533
0.012223,+30.719,4.4812,31/07/2020 11:00:28.644
0.012118,+30.719,4.4849,31/07/2020 11:00:28.740
0.012493,+30.721,4.4849,31/07/2020 11:00:28.836
0.010355,+30.721,4.4849,31/07/2020 11:00:28.933
0.012789,+30.721,4.4791,31/07/2020 11:00:29.028
0.010953,+30.722,4.4791,31/07/2020 11:00:29.140
0.012192,+30.722,4.4791,31/07/2020 11:00:29.236
0.011769,+30.722,4.4828,31/07/2020 11:00:29.332
0.012599,+30.721,4.4828,31/07/2020 11:00:29.429
0.012718,+30.721,4.4828,31/07/2020 11:00:29.541
0.013500,+30.721,4.4841,31/07/2020 11:00:29.636
0.011417,+30.720,4.4841,31/07/2020 11:00:29.733
0.011732,+30.720,4.4841,31/07/2020 11:00:29.844
0.012727,+30.720,4.4832,31/07/2020 11:00:29.941
0.011372,+30.720,4.4832,31/07/2020 11:00:30.037
0.013979,+30.720,4.4832,31/07/2020 11:00:30.132
0.011706,+30.720,4.4790,31/07/2020 11:00:30.228
0.011009,+30.721,4.4790,31/07/2020 11:00:30.340
0.012654,+30.721,4.4790,31/07/2020 11:00:30.437
0.011995,+30.721,4.4833,31/07/2020 11:00:30.533
0.011769,+30.721,4.4833,31/07/2020 11:00:30.644
0.012242,+30.721,4.4833,31/07/2020 11:00:30.740
0.012081,+30.721,4.4789,31/07/2020 11:00:30.835
0.012566,+30.721,4.4789,31/07/2020 11:00:30.932
0.011773,+30.721,4.4789,31/07/2020 11:00:31.044
0.013006,+30.721,4.4825,31/07/2020 11:00:31.140
0.012875,+30.719,4.4825,31/07/2020 11:00:31.235
0.011555,+30.719,4.4825,31/07/2020 11:00:31.332
0.011685,+30.719,4.4817,31/07/2020 11:00:31.443
0.012366,+30.720,4.4817,31/07/2020 11:00:31.540
0.011532,+30.720,4.4817,31/07/2020 11:00:31.636
0.012159,+30.720,4.4856,31/07/2020 11:00:31.732
0.012489,+30.720,4.4856,31/07/2020 11:00:31.843
0.012598,+30.720,4.4856,31/07/2020 11:00:31.940
0.012868,+30.720,4.4863,31/07/2020 11:00:32.036
0.012302,+30.720,4.4863,31/07/2020 11:00:32.132
0.013803,+30.720,4.4863,31/07/2020 11:00:32.244
0.013515,+30.720,4.4791,31/07/2020 11:00:32.339
0.012435,+30.720,4.4791,31/07/2020 11:00:32.435
0.012974,+30.720,4.4791,31/07/2020 11:00:32.532
0.014330,+30.720,4.4812,31/07/2020 11:00:32.643
0.012870,+30.720,4.4812,31/07/2020 11:00:32.740
0.013328,+30.720,4.4812,31/07/2020 11:00:32.836
0.011790,+30.720,4.4798,31/07/2020 11:00:32.931
0.012370,+30.721,4.4798,31/07/2020 11:00:33.044
0.012847,+30.721,4.4798,31/07/2020 11:00:33.140
0.012511,+30.721,4.4812,31/07/2020 11:00:33.235
0.013547,+30.721,4.4812,31/07/2020 11:00:33.332
0.012869,+30.721,4.4812,31/07/2020 11:00:33.443
0.011115,+30.721,4.4939,31/07/2020 11:00:33.540
0.011159,+30.720,4.4939,31/07/2020 11:00:33.636
0.012111,+30.720,4.4939,31/07/2020 11:00:33.732
0.013158,+30.720,4.4865,31/07/2020 11:00:33.843
0.012370,+30.720,4.4865,31/07/2020 11:00:33.940
0.011855,+30.720,4.4865,31/07/2020 11:00:34.036
0.011184,+30.720,4.4912,31/07/2020 11:00:34.132
0.012001,+30.720,4.4912,31/07/2020 11:00:34.244
0.012094,+30.720,4.4912,31/07/2020 11:00:34.339
0.013212,+30.720,4.4814,31/07/2020 11:00:34.436
0.011583,+30.720,4.4814,31/07/2020 11:00:34.532
0.013381,+30.720,4.4814,31/07/2020 11:00:34.644
0.012294,+30.720,4.4739,31/07/2020 11:00:34.740
0.012466,+30.721,4.4739,31/07/2020 11:00:34.835
0.012671,+30.721,4.4739,31/07/2020 11:00:34.933
0.013635,+30.721,4.4861,31/07/2020 11:00:35.043
0.011602,+30.720,4.4861,31/07/2020 11:00:35.139
0.012497,+30.720,4.4861,31/07/2020 11:00:35.235
0.012056,+30.720,4.4837,31/07/2020 11:00:35.331
0.011419,+30.721,4.4837,31/07/2020 11:00:35.443
